                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     81,                0.60846,                0.39868,                 1.0731,                 0.9134,                0.88718,                 0.9301,                0.70194,                 1.0118,                0.59816,                 1.4828,              2.179e-05,              2.179e-05,              2.179e-05
                     82,                0.60552,                0.39415,                 1.0704,                 0.9025,                0.87682,                0.92783,                 0.7045,                 1.0114,                0.59455,                 1.4818,               2.08e-05,               2.08e-05,               2.08e-05
                     83,                 0.6044,                 0.3892,                 1.0734,                0.91961,                0.84999,                0.92709,                0.69898,                 1.0076,                0.60561,                 1.4708,              1.981e-05,              1.981e-05,              1.981e-05
                     84,                0.60327,                0.39904,                 1.0718,                0.90834,                0.86794,                0.92172,                0.69981,                 1.0021,                0.60958,                  1.479,              1.882e-05,              1.882e-05,              1.882e-05
                     85,                0.59457,                0.38799,                 1.0644,                 0.8946,                 0.8809,                 0.9254,                0.70037,                 1.0036,                0.60542,                 1.4812,              1.783e-05,              1.783e-05,              1.783e-05
                     86,                 0.5933,                0.38463,                 1.0658,                0.90038,                0.87601,                0.92178,                0.69805,                 1.0095,                0.60601,                  1.499,              1.684e-05,              1.684e-05,              1.684e-05
                     87,                0.59401,                0.38182,                 1.0633,                0.90242,                0.88098,                0.92543,                0.69801,                 1.0155,                0.60508,                  1.499,              1.585e-05,              1.585e-05,              1.585e-05
                     88,                 0.5904,                0.38089,                 1.0601,                0.92584,                0.85617,                0.92601,                0.69599,                 1.0187,                0.60112,                 1.5011,              1.486e-05,              1.486e-05,              1.486e-05
                     89,                 0.5958,                0.38127,                 1.0665,                0.87183,                0.90668,                0.92245,                0.69933,                 1.0139,                0.60273,                  1.491,              1.387e-05,              1.387e-05,              1.387e-05
                     90,                0.58467,                0.37403,                 1.0605,                0.90009,                0.87521,                0.92283,                0.69524,                 1.0215,                0.59921,                    1.5,              1.288e-05,              1.288e-05,              1.288e-05
